bedrooms,bathrooms,toilets,parking_space,house_type,town,state,price
4.0,5.0,6.0,2.0,Terraced Duplexes,Lekki,Lagos,130000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,6.0,6.0,Semi Detached Duplex,Ibeju Lekki,Lagos,49000000.0
4.0,5.0,5.0,4.0,Block of Flats,Asaba,Delta,72000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,80000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,85000000.0
4.0,4.0,5.0,5.0,Detached Bungalow,Owerri Municipal,Imo,35000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,55000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,52000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,65000000.0
4.0,5.0,6.0,4.0,Semi Detached Duplex,Lekki,Lagos,78000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,75000000.0
4.0,4.0,5.0,8.0,Detached Duplex,Kaura,Abuja,90000000.0
4.0,4.0,5.0,9.0,Terraced Duplexes,Ikoyi,Lagos,140000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Victoria Island (VI),Lagos,150000000.0
4.0,5.0,5.0,4.0,Block of Flats,Ikeja,Lagos,55000000.0
4.0,4.0,5.0,2.0,Block of Flats,Lekki,Lagos,113000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,53000000.0
3.0,3.0,4.0,2.0,Block of Flats,Lekki,Lagos,35000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,95000000.0
5.0,7.0,7.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Jabi,Abuja,170000000.0
6.0,6.0,6.0,4.0,Block of Flats,Ibadan,Oyo,45000000.0
3.0,3.0,4.0,4.0,Terraced Duplexes,Ajah,Lagos,40000000.0
5.0,6.0,5.0,1.0,Detached Duplex,Lokogoma District,Abuja,150000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
2.0,5.0,3.0,4.0,Block of Flats,Lugbe District,Abuja,40000000.0
5.0,4.0,6.0,4.0,Detached Duplex,Lekki,Lagos,65000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,78000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Ikoyi,Lagos,250000000.0
5.0,6.0,6.0,5.0,Detached Duplex,Lekki,Lagos,85000000.0
6.0,6.0,7.0,4.0,Semi Detached Duplex,Gwarinpa,Abuja,75000000.0
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,65000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Guzape District,Abuja,100000000.0
6.0,6.0,7.0,8.0,Detached Duplex,Isheri North,Lagos,137500000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,45000000.0
5.0,6.0,5.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,125000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,100000000.0
5.0,6.0,7.0,6.0,Detached Duplex,Lekki,Lagos,110000000.0
4.0,5.0,5.0,1.0,Terraced Duplexes,Kado,Abuja,250000000.0
4.0,5.0,5.0,4.0,Detached Bungalow,Ikeja,Lagos,43000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,260000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,4.0,5.0,2.0,Detached Duplex,Lekki,Lagos,88000000.0
6.0,6.0,7.0,1.0,Detached Duplex,Ibeju Lekki,Lagos,40000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,120000000.0
3.0,4.0,4.0,3.0,Detached Bungalow,Lugbe District,Abuja,40000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ikorodu,Lagos,35000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,135000000.0
4.0,5.0,5.0,5.0,Detached Bungalow,Gwarinpa,Abuja,40000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Gwarinpa,Abuja,90000000.0
4.0,5.0,5.0,4.0,Detached Bungalow,Lekki,Lagos,68000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,94000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Magodo,Lagos,170000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,95000000.0
5.0,6.0,6.0,5.0,Detached Duplex,Magodo,Lagos,200000000.0
4.0,5.0,5.0,2.0,Terraced Duplexes,Gbagada,Lagos,65000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Isolo,Lagos,60000000.0
7.0,7.0,8.0,1.0,Detached Duplex,Maitama District,Abuja,250000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,70000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Life Camp,Abuja,60000000.0
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Lagos,70000000.0
3.0,5.0,6.0,4.0,Detached Bungalow,Lekki,Lagos,80000000.0
5.0,5.0,4.0,5.0,Detached Duplex,Lekki,Lagos,110000000.0
4.0,4.0,5.0,5.0,Detached Duplex,Enugu,Enugu,35000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,58000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,58000000.0
3.0,4.0,4.0,5.0,Detached Bungalow,Gwarinpa,Abuja,55000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ikeja,Lagos,52000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Ikeja,Lagos,230000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,55000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,105000000.0
5.0,5.0,6.0,8.0,Detached Duplex,Lekki,Lagos,85000000.0
4.0,4.0,4.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Gwarinpa,Abuja,120000000.0
3.0,4.0,4.0,3.0,Detached Bungalow,Lekki,Lagos,37000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ikeja,Lagos,155000000.0
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Lagos,73000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Ojo,Lagos,40000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Gwarinpa,Abuja,50000000.0
3.0,6.0,4.0,6.0,Detached Bungalow,Lokogoma District,Abuja,50000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Ajah,Lagos,55000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,100000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Ikoyi,Lagos,220000000.0
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
4.0,4.0,5.0,2.0,Detached Duplex,Ajah,Lagos,47000000.0
4.0,4.0,4.0,2.0,Terraced Duplexes,Lekki,Lagos,49000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Victoria Island (VI),Lagos,120000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,250000000.0
5.0,5.0,6.0,7.0,Detached Duplex,Isheri North,Lagos,70000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
6.0,7.0,7.0,8.0,Terraced Duplexes,Guzape District,Abuja,185000000.0
4.0,4.0,5.0,6.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Jahi,Abuja,75000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,250000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ikoyi,Lagos,200000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Ikeja,Lagos,198000000.0
5.0,6.0,7.0,8.0,Detached Duplex,Lekki,Lagos,200000000.0
7.0,7.0,8.0,4.0,Detached Duplex,Ikeja,Lagos,240000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Victoria Island (VI),Lagos,150000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,110000000.0
6.0,6.0,7.0,6.0,Detached Duplex,Karsana,Abuja,120000000.0
3.0,3.0,4.0,2.0,Semi Detached Duplex,Ajah,Lagos,45000000.0
2.0,2.0,2.0,2.0,Terraced Duplexes,Ajah,Lagos,35000000.0
5.0,5.0,6.0,4.0,Terraced Duplexes,Lekki,Lagos,100000000.0
2.0,2.0,3.0,2.0,Block of Flats,Lekki,Lagos,52000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Ikoyi,Lagos,250000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,68000000.0
3.0,3.0,4.0,3.0,Detached Duplex,Ibeju Lekki,Lagos,35000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,135000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,70000000.0
4.0,4.0,5.0,2.0,Detached Duplex,Ajah,Lagos,60000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,190000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,92000000.0
5.0,5.0,6.0,4.0,Semi Detached Duplex,Ajah,Lagos,70000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Wuye,Abuja,165000000.0
4.0,4.0,4.0,4.0,Detached Duplex,Lekki,Lagos,70000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,100000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Gaduwa,Abuja,80000000.0
3.0,4.0,4.0,4.0,Terraced Duplexes,Lekki,Lagos,65000000.0
4.0,4.0,5.0,4.0,Terraced Bungalow,Ikeja,Lagos,70000000.0
5.0,5.0,4.0,4.0,Detached Duplex,Ajah,Lagos,78000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Ajah,Lagos,35000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,135000000.0
5.0,6.0,6.0,3.0,Terraced Duplexes,Guzape District,Abuja,100000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,110000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
5.0,5.0,6.0,4.0,Terraced Duplexes,Gaduwa,Abuja,40000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,63000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Guzape District,Abuja,130000000.0
4.0,6.0,5.0,3.0,Detached Duplex,Ajah,Lagos,35000000.0
4.0,4.0,4.0,2.0,Terraced Duplexes,Lekki,Lagos,40000000.0
4.0,4.0,5.0,5.0,Detached Duplex,Lekki,Lagos,80000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,5.0,Semi Detached Duplex,Maryland,Lagos,90000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,65000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Wuye,Abuja,135000000.0
4.0,4.0,5.0,5.0,Detached Duplex,Lekki,Lagos,160000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,67000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,55000000.0
4.0,4.0,5.0,2.0,Detached Duplex,Lekki,Lagos,95000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Ajah,Lagos,65000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,43000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
2.0,2.0,2.0,2.0,Block of Flats,Kado,Abuja,55000000.0
7.0,7.0,8.0,6.0,Detached Duplex,Oshodi,Lagos,80000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,50000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,180000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,70000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
4.0,4.0,5.0,1.0,Detached Bungalow,Port Harcourt,Rivers,40000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,200000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,65000000.0
3.0,4.0,5.0,4.0,Detached Duplex,Mowe Town,Ogun,39000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ibeju Lekki,Lagos,65000000.0
5.0,6.0,6.0,6.0,Detached Duplex,Lekki,Lagos,170000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,50000000.0
3.0,2.0,3.0,8.0,Block of Flats,Ejigbo,Lagos,35000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,65000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0
4.0,4.0,5.0,6.0,Detached Duplex,Lekki,Lagos,90000000.0
3.0,3.0,3.0,4.0,Detached Duplex,Ajah,Lagos,50000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Ajah,Lagos,140000000.0
5.0,5.0,6.0,6.0,Semi Detached Duplex,Wuse 2,Abuja,180000000.0
4.0,5.0,6.0,3.0,Terraced Duplexes,Ikeja,Lagos,185000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Ibadan,Oyo,45000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,46000000.0
5.0,5.0,6.0,7.0,Detached Duplex,Lekki,Lagos,139999999.0
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0
6.0,8.0,8.0,6.0,Detached Duplex,Isheri,Lagos,155000000.0
6.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,195000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Ajah,Lagos,40000000.0
4.0,4.0,4.0,3.0,Terraced Duplexes,Lekki,Lagos,54000000.0
4.0,4.0,5.0,5.0,Detached Duplex,Ikeja,Lagos,140000000.0
4.0,4.0,4.0,2.0,Terraced Duplexes,Gbagada,Lagos,60000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,160000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Ikoyi,Lagos,135000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Ajah,Lagos,75000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,140000000.0
3.0,3.0,4.0,4.0,Detached Bungalow,Alimosho,Lagos,40000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,225000000.0
3.0,3.0,4.0,4.0,Detached Bungalow,Ajah,Lagos,38000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,6.0,6.0,Semi Detached Duplex,Ibeju Lekki,Lagos,49000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,61000000.0
4.0,4.0,5.0,2.0,Detached Duplex,Lekki,Lagos,75000000.0
4.0,4.0,4.0,5.0,Terraced Duplexes,Katampe,Abuja,85000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Magodo,Lagos,158000000.0
3.0,3.0,4.0,4.0,Detached Bungalow,Magodo,Lagos,50000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Guzape District,Abuja,127000000.0
4.0,5.0,6.0,4.0,Semi Detached Duplex,Lekki,Lagos,70000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0
3.0,3.0,4.0,2.0,Terraced Duplexes,Ajah,Lagos,36000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,125000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,87000000.0
4.0,4.0,5.0,8.0,Semi Detached Duplex,Ajah,Lagos,83000000.0
5.0,5.0,6.0,4.0,Terraced Duplexes,Gwarinpa,Abuja,55000000.0
3.0,3.0,4.0,3.0,Semi Detached Duplex,Ajah,Lagos,45000000.0
3.0,3.0,4.0,2.0,Terraced Duplexes,Lekki,Lagos,36000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,165000000.0
3.0,5.0,5.0,4.0,Block of Flats,Isolo,Lagos,70000000.0
4.0,5.0,5.0,1.0,Semi Detached Duplex,Apo,Abuja,70000000.0
5.0,4.0,5.0,4.0,Terraced Duplexes,Ikoyi,Lagos,240000000.0
3.0,3.0,3.0,4.0,Block of Flats,Owerri Municipal,Imo,37000000.0
4.0,4.0,5.0,8.0,Detached Duplex,Apo,Abuja,120000000.0
9.0,9.0,1.0,1.0,Detached Duplex,Isolo,Lagos,70000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Kaura,Abuja,60000000.0
3.0,3.0,4.0,4.0,Detached Duplex,Ikeja,Lagos,70000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,85000000.0
6.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0
5.0,5.0,6.0,4.0,Terraced Duplexes,Guzape District,Abuja,80000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,95000000.0
5.0,5.0,6.0,8.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Lagos,70000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Victoria Island (VI),Lagos,180000000.0
3.0,4.0,5.0,4.0,Detached Bungalow,Ajah,Lagos,36000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
3.0,5.0,5.0,4.0,Block of Flats,Owerri Municipal,Imo,50000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Magodo,Lagos,125000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Ikeja,Lagos,180000000.0
2.0,3.0,3.0,4.0,Block of Flats,Maitama District,Abuja,73000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Ajah,Lagos,65000000.0
5.0,7.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,155000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Magodo,Lagos,150000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0
3.0,5.0,5.0,4.0,Detached Bungalow,Ikeja,Lagos,78000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,6.0,8.0,Detached Duplex,Ikeja,Lagos,198000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Wuse,Abuja,150000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Maryland,Lagos,85000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
3.0,5.0,5.0,4.0,Terraced Duplexes,Jahi,Abuja,65000000.0
5.0,5.0,6.0,9.0,Detached Duplex,Ajah,Lagos,240000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,160000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0
4.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
9.0,9.0,1.0,1.0,Detached Duplex,Isolo,Lagos,70000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,35000000.0
5.0,4.0,6.0,6.0,Detached Duplex,Lekki,Lagos,95000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Maryland,Lagos,110000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,85000000.0
7.0,7.0,8.0,1.0,Detached Duplex,Ajah,Lagos,250000000.0
4.0,4.0,4.0,4.0,Terraced Duplexes,Lekki,Lagos,90000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Gudu,Abuja,50000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ibeju Lekki,Lagos,125000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Ojodu,Lagos,80000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Victoria Island (VI),Lagos,150000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,75000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,65000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,185000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,60000000.0
3.0,3.0,4.0,5.0,Semi Detached Bungalow,Ajah,Lagos,35000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Ikoyi,Lagos,230000000.0
3.0,4.0,4.0,3.0,Semi Detached Duplex,Lokogoma District,Abuja,40000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Magodo,Lagos,150000000.0
4.0,4.0,5.0,6.0,Terraced Duplexes,Victoria Island (VI),Lagos,130000000.0
5.0,5.0,6.0,1.0,Detached Duplex,Ikeja,Lagos,250000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,38000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,140000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,110000000.0
5.0,5.0,6.0,7.0,Detached Duplex,Lekki,Lagos,100000000.0
4.0,4.0,5.0,9.0,Detached Bungalow,Port Harcourt,Rivers,45000000.0
4.0,4.0,5.0,6.0,Detached Duplex,Ikeja,Lagos,52000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,110000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,52000000.0
4.0,5.0,6.0,3.0,Terraced Duplexes,Katampe,Abuja,60000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,115000000.0
5.0,6.0,6.0,5.0,Detached Duplex,Lekki,Lagos,175000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lugbe District,Abuja,70000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,105000000.0
5.0,3.0,3.0,7.0,Detached Duplex,Surulere,Lagos,180000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,52000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Mbora (Nbora),Abuja,37000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,100000000.0
4.0,4.0,5.0,2.0,Detached Duplex,Lekki,Lagos,80000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,61000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,65000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Amuwo Odofin,Lagos,50000000.0
5.0,6.0,6.0,6.0,Detached Duplex,Lekki,Lagos,77000000.0
5.0,5.0,5.0,2.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Port Harcourt,Rivers,48000000.0
2.0,2.0,3.0,4.0,Terraced Duplexes,Lekki,Lagos,35000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Victoria Island (VI),Lagos,200000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,75000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,75000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,155000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,55000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Port Harcourt,Rivers,70000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,50000000.0
5.0,5.0,6.0,4.0,Terraced Duplexes,Gaduwa,Abuja,45000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,90000000.0
4.0,5.0,5.0,6.0,Semi Detached Duplex,Katampe,Abuja,90000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0
9.0,9.0,1.0,1.0,Detached Duplex,Enugu,Enugu,75000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Magodo,Lagos,90000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,115000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0
4.0,4.0,5.0,2.0,Detached Duplex,Lekki,Lagos,55000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,75000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,85000000.0
2.0,2.0,2.0,4.0,Block of Flats,Lekki,Lagos,46000000.0
4.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,150000000.0
